OBG-0338-PLAC_OBG0338-WFP-RNA1,NA,MBTPS2
OBG0166_OBG0166-1-010,Escape,MBTPS2
OBG0068_OBG0068-2-021,NA,MBTPS2
OBG-0050-PLAC_OBG0050-HFP-RNA1,NA,MBTPS2
OBG-0026-PLAC_OBG0026-WFP-RNA1,NA,MBTPS2
OBG0115_OBG0115-1-010,NA,MBTPS2
OBG-0201-PLAC_OBG0201-BFP-RNA1,NA,MBTPS2
OBG0044_OBG0044-1-010,Escape,MBTPS2
OBG0133_OBG0133-1-020,NA,MBTPS2
OBG-0188-PLAC_OBG0188-BFP-RNA2,Escape,MBTPS2
OBG-0342-PLAC_OBG0342-WFP-RNA1,Escape,MBTPS2
OBG-0188-PLAC_OBG0188-BFP-RNA1,Inactivated,MBTPS2
OBG-0338-PLAC_OBG0338-WFP-RNA2,NA,MBTPS2
OBG-0180-PLAC_OBG0180-AFP-RNA1,NA,MBTPS2
OBG0133_OBG0133-2-021,NA,MBTPS2
OBG0178_OBG0178-1-020,NA,MBTPS2
OBG0166_OBG0166-2-011,Escape,MBTPS2
OBG0115_OBG0115-2-011,NA,MBTPS2
OBG-0205-PLAC_OBG0205-AFP-RNA1,Inactivated,MBTPS2
OBG0178_OBG0178-2-021,NA,MBTPS2
OBG-0205-PLAC_OBG0205-AFP-RNA2,Escape,MBTPS2
OBG-0030-PLAC_OBG0030-BFP-RNA2,Escape,MBTPS2
OBG-0024-PLAC_OBG0024-WFP-RNA1,Escape,MBTPS2
OBG-0030-PLAC_OBG0030-BFP-RNA1,Inactivated,MBTPS2
OBG-0180-PLAC_OBG0180-AFP-RNA2,NA,MBTPS2
OBG-0289-PLAC_OBG0289-BFP-RNA2,NA,MBTPS2
OBG-0050-PLAC_OBG0050-HFP-RNA2,NA,MBTPS2
OBG0068_OBG0068-1-020,NA,MBTPS2
OBG0044_OBG0044-2-011,Escape,MBTPS2
OBG-0026-PLAC_OBG0026-WFP-RNA2,NA,MBTPS2
OBG-0022-PLAC_OBG0022-WFP-RNA1,Escape,MBTPS2
OBG-0028-PLAC_OBG0028-WFP-RNA2,Escape,MBTPS2
OBG0170_OBG0170-2-021,Escape,MBTPS2
OBG0120_OBG0120-1-010,NA,MBTPS2
OBG-0138-PLAC_OBG0138-AFP-RNA2,NA,MBTPS2
OBG-0024-PLAC_OBG0024-WFP-RNA2,Escape,MBTPS2
OBG0174_OBG0174-1-020,Escape,MBTPS2
OBG-0201-PLAC_OBG0201-BFP-RNA2,NA,MBTPS2
OBG0174_OBG0174-2-011,Inactivated,MBTPS2
OBG-0138-PLAC_OBG0138-AFP-RNA1,Escape,MBTPS2
OBG-0022-PLAC_OBG0022-WFP-RNA2,Inactivated,MBTPS2
OBG0120_OBG0120-2-011,NA,MBTPS2
OBG-0342-PLAC_OBG0342-WFP-RNA2,Inactivated,MBTPS2
OBG0170_OBG0170-1-020,Inactivated,MBTPS2
OBG-0289-PLAC_OBG0289-BFP-RNA1,NA,MBTPS2
OBG-0028-PLAC_OBG0028-WFP-RNA1,Escape,MBTPS2
OBG-0338-PLAC_OBG0338-WFP-RNA1,Inactivated,SMS
OBG0166_OBG0166-1-010,NA,SMS
OBG0068_OBG0068-2-021,NA,SMS
OBG-0050-PLAC_OBG0050-HFP-RNA1,NA,SMS
OBG-0026-PLAC_OBG0026-WFP-RNA1,NA,SMS
OBG0115_OBG0115-1-010,NA,SMS
OBG-0201-PLAC_OBG0201-BFP-RNA1,NA,SMS
OBG0044_OBG0044-1-010,NA,SMS
OBG0133_OBG0133-1-020,NA,SMS
OBG-0188-PLAC_OBG0188-BFP-RNA2,Inactivated,SMS
OBG-0342-PLAC_OBG0342-WFP-RNA1,Escape,SMS
OBG-0188-PLAC_OBG0188-BFP-RNA1,NA,SMS
OBG-0338-PLAC_OBG0338-WFP-RNA2,NA,SMS
OBG-0180-PLAC_OBG0180-AFP-RNA1,NA,SMS
OBG0133_OBG0133-2-021,NA,SMS
OBG0178_OBG0178-1-020,Escape,SMS
OBG0166_OBG0166-2-011,NA,SMS
OBG0115_OBG0115-2-011,NA,SMS
OBG-0205-PLAC_OBG0205-AFP-RNA1,NA,SMS
OBG0178_OBG0178-2-021,NA,SMS
OBG-0205-PLAC_OBG0205-AFP-RNA2,NA,SMS
OBG-0030-PLAC_OBG0030-BFP-RNA2,Escape,SMS
OBG-0024-PLAC_OBG0024-WFP-RNA1,NA,SMS
OBG-0030-PLAC_OBG0030-BFP-RNA1,NA,SMS
OBG-0180-PLAC_OBG0180-AFP-RNA2,NA,SMS
OBG-0289-PLAC_OBG0289-BFP-RNA2,Escape,SMS
OBG-0050-PLAC_OBG0050-HFP-RNA2,Escape,SMS
OBG0068_OBG0068-1-020,NA,SMS
OBG0044_OBG0044-2-011,NA,SMS
OBG-0026-PLAC_OBG0026-WFP-RNA2,NA,SMS
OBG-0022-PLAC_OBG0022-WFP-RNA1,Escape,SMS
OBG-0028-PLAC_OBG0028-WFP-RNA2,Escape,SMS
OBG0170_OBG0170-2-021,NA,SMS
OBG0120_OBG0120-1-010,NA,SMS
OBG-0138-PLAC_OBG0138-AFP-RNA2,Inactivated,SMS
OBG-0024-PLAC_OBG0024-WFP-RNA2,NA,SMS
OBG0174_OBG0174-1-020,NA,SMS
OBG-0201-PLAC_OBG0201-BFP-RNA2,NA,SMS
OBG0174_OBG0174-2-011,NA,SMS
OBG-0138-PLAC_OBG0138-AFP-RNA1,Escape,SMS
OBG-0022-PLAC_OBG0022-WFP-RNA2,NA,SMS
OBG0120_OBG0120-2-011,NA,SMS
OBG-0342-PLAC_OBG0342-WFP-RNA2,Inactivated,SMS
OBG0170_OBG0170-1-020,NA,SMS
OBG-0289-PLAC_OBG0289-BFP-RNA1,NA,SMS
OBG-0028-PLAC_OBG0028-WFP-RNA1,NA,SMS
OBG-0338-PLAC_OBG0338-WFP-RNA1,NA,PLS3
OBG0166_OBG0166-1-010,NA,PLS3
OBG0068_OBG0068-2-021,NA,PLS3
OBG-0050-PLAC_OBG0050-HFP-RNA1,Inactivated,PLS3
OBG-0026-PLAC_OBG0026-WFP-RNA1,NA,PLS3
OBG0115_OBG0115-1-010,NA,PLS3
OBG-0201-PLAC_OBG0201-BFP-RNA1,Escape,PLS3
OBG0044_OBG0044-1-010,Escape,PLS3
OBG0133_OBG0133-1-020,NA,PLS3
OBG-0188-PLAC_OBG0188-BFP-RNA2,NA,PLS3
OBG-0342-PLAC_OBG0342-WFP-RNA1,NA,PLS3
OBG-0188-PLAC_OBG0188-BFP-RNA1,NA,PLS3
OBG-0338-PLAC_OBG0338-WFP-RNA2,NA,PLS3
OBG-0180-PLAC_OBG0180-AFP-RNA1,NA,PLS3
OBG0133_OBG0133-2-021,Escape,PLS3
OBG0178_OBG0178-1-020,NA,PLS3
OBG0166_OBG0166-2-011,NA,PLS3
OBG0115_OBG0115-2-011,NA,PLS3
OBG-0205-PLAC_OBG0205-AFP-RNA1,NA,PLS3
OBG0178_OBG0178-2-021,NA,PLS3
OBG-0205-PLAC_OBG0205-AFP-RNA2,NA,PLS3
OBG-0030-PLAC_OBG0030-BFP-RNA2,NA,PLS3
OBG-0024-PLAC_OBG0024-WFP-RNA1,Escape,PLS3
OBG-0030-PLAC_OBG0030-BFP-RNA1,NA,PLS3
OBG-0180-PLAC_OBG0180-AFP-RNA2,NA,PLS3
OBG-0289-PLAC_OBG0289-BFP-RNA2,NA,PLS3
OBG-0050-PLAC_OBG0050-HFP-RNA2,Escape,PLS3
OBG0068_OBG0068-1-020,NA,PLS3
OBG0044_OBG0044-2-011,Inactivated,PLS3
OBG-0026-PLAC_OBG0026-WFP-RNA2,NA,PLS3
OBG-0022-PLAC_OBG0022-WFP-RNA1,NA,PLS3
OBG-0028-PLAC_OBG0028-WFP-RNA2,NA,PLS3
OBG0170_OBG0170-2-021,Inactivated,PLS3
OBG0120_OBG0120-1-010,NA,PLS3
OBG-0138-PLAC_OBG0138-AFP-RNA2,NA,PLS3
OBG-0024-PLAC_OBG0024-WFP-RNA2,Escape,PLS3
OBG0174_OBG0174-1-020,NA,PLS3
OBG-0201-PLAC_OBG0201-BFP-RNA2,Inactivated,PLS3
OBG0174_OBG0174-2-011,Escape,PLS3
OBG-0138-PLAC_OBG0138-AFP-RNA1,NA,PLS3
OBG-0022-PLAC_OBG0022-WFP-RNA2,NA,PLS3
OBG0120_OBG0120-2-011,NA,PLS3
OBG-0342-PLAC_OBG0342-WFP-RNA2,Escape,PLS3
OBG0170_OBG0170-1-020,NA,PLS3
OBG-0289-PLAC_OBG0289-BFP-RNA1,NA,PLS3
OBG-0028-PLAC_OBG0028-WFP-RNA1,NA,PLS3
OBG-0338-PLAC_OBG0338-WFP-RNA1,Escape,TSPAN6
OBG0166_OBG0166-1-010,NA,TSPAN6
OBG0068_OBG0068-2-021,Inactivated,TSPAN6
OBG-0050-PLAC_OBG0050-HFP-RNA1,Escape,TSPAN6
OBG-0026-PLAC_OBG0026-WFP-RNA1,NA,TSPAN6
OBG0115_OBG0115-1-010,Inactivated,TSPAN6
OBG-0201-PLAC_OBG0201-BFP-RNA1,NA,TSPAN6
OBG0044_OBG0044-1-010,Inactivated,TSPAN6
OBG0133_OBG0133-1-020,NA,TSPAN6
OBG-0188-PLAC_OBG0188-BFP-RNA2,Escape,TSPAN6
OBG-0342-PLAC_OBG0342-WFP-RNA1,NA,TSPAN6
OBG-0188-PLAC_OBG0188-BFP-RNA1,NA,TSPAN6
OBG-0338-PLAC_OBG0338-WFP-RNA2,NA,TSPAN6
OBG-0180-PLAC_OBG0180-AFP-RNA1,NA,TSPAN6
OBG0133_OBG0133-2-021,NA,TSPAN6
OBG0178_OBG0178-1-020,NA,TSPAN6
OBG0166_OBG0166-2-011,NA,TSPAN6
OBG0115_OBG0115-2-011,NA,TSPAN6
OBG-0205-PLAC_OBG0205-AFP-RNA1,NA,TSPAN6
OBG0178_OBG0178-2-021,NA,TSPAN6
OBG-0205-PLAC_OBG0205-AFP-RNA2,NA,TSPAN6
OBG-0030-PLAC_OBG0030-BFP-RNA2,NA,TSPAN6
OBG-0024-PLAC_OBG0024-WFP-RNA1,Escape,TSPAN6
OBG-0030-PLAC_OBG0030-BFP-RNA1,NA,TSPAN6
OBG-0180-PLAC_OBG0180-AFP-RNA2,NA,TSPAN6
OBG-0289-PLAC_OBG0289-BFP-RNA2,Escape,TSPAN6
OBG-0050-PLAC_OBG0050-HFP-RNA2,Escape,TSPAN6
OBG0068_OBG0068-1-020,Inactivated,TSPAN6
OBG0044_OBG0044-2-011,Escape,TSPAN6
OBG-0026-PLAC_OBG0026-WFP-RNA2,NA,TSPAN6
OBG-0022-PLAC_OBG0022-WFP-RNA1,Inactivated,TSPAN6
OBG-0028-PLAC_OBG0028-WFP-RNA2,NA,TSPAN6
OBG0170_OBG0170-2-021,NA,TSPAN6
OBG0120_OBG0120-1-010,NA,TSPAN6
OBG-0138-PLAC_OBG0138-AFP-RNA2,NA,TSPAN6
OBG-0024-PLAC_OBG0024-WFP-RNA2,Inactivated,TSPAN6
OBG0174_OBG0174-1-020,Inactivated,TSPAN6
OBG-0201-PLAC_OBG0201-BFP-RNA2,NA,TSPAN6
OBG0174_OBG0174-2-011,Inactivated,TSPAN6
OBG-0138-PLAC_OBG0138-AFP-RNA1,NA,TSPAN6
OBG-0022-PLAC_OBG0022-WFP-RNA2,Escape,TSPAN6
OBG0120_OBG0120-2-011,NA,TSPAN6
OBG-0342-PLAC_OBG0342-WFP-RNA2,NA,TSPAN6
OBG0170_OBG0170-1-020,NA,TSPAN6
OBG-0289-PLAC_OBG0289-BFP-RNA1,Escape,TSPAN6
OBG-0028-PLAC_OBG0028-WFP-RNA1,NA,TSPAN6
OBG-0338-PLAC_OBG0338-WFP-RNA1,Inactivated,HCFC1
OBG0166_OBG0166-1-010,NA,HCFC1
OBG0068_OBG0068-2-021,Inactivated,HCFC1
OBG-0050-PLAC_OBG0050-HFP-RNA1,Escape,HCFC1
OBG-0026-PLAC_OBG0026-WFP-RNA1,Inactivated,HCFC1
OBG0115_OBG0115-1-010,Escape,HCFC1
OBG-0201-PLAC_OBG0201-BFP-RNA1,NA,HCFC1
OBG0044_OBG0044-1-010,NA,HCFC1
OBG0133_OBG0133-1-020,NA,HCFC1
OBG-0188-PLAC_OBG0188-BFP-RNA2,Escape,HCFC1
OBG-0342-PLAC_OBG0342-WFP-RNA1,Escape,HCFC1
OBG-0188-PLAC_OBG0188-BFP-RNA1,Escape,HCFC1
OBG-0338-PLAC_OBG0338-WFP-RNA2,Inactivated,HCFC1
OBG-0180-PLAC_OBG0180-AFP-RNA1,Escape,HCFC1
OBG0133_OBG0133-2-021,NA,HCFC1
OBG0178_OBG0178-1-020,Inactivated,HCFC1
OBG0166_OBG0166-2-011,NA,HCFC1
OBG0115_OBG0115-2-011,Escape,HCFC1
OBG-0205-PLAC_OBG0205-AFP-RNA1,Inactivated,HCFC1
OBG0178_OBG0178-2-021,Escape,HCFC1
OBG-0205-PLAC_OBG0205-AFP-RNA2,Escape,HCFC1
OBG-0030-PLAC_OBG0030-BFP-RNA2,Inactivated,HCFC1
OBG-0024-PLAC_OBG0024-WFP-RNA1,Escape,HCFC1
OBG-0030-PLAC_OBG0030-BFP-RNA1,Escape,HCFC1
OBG-0180-PLAC_OBG0180-AFP-RNA2,NA,HCFC1
OBG-0289-PLAC_OBG0289-BFP-RNA2,Inactivated,HCFC1
OBG-0050-PLAC_OBG0050-HFP-RNA2,Escape,HCFC1
OBG0068_OBG0068-1-020,Inactivated,HCFC1
OBG0044_OBG0044-2-011,NA,HCFC1
OBG-0026-PLAC_OBG0026-WFP-RNA2,Escape,HCFC1
OBG-0022-PLAC_OBG0022-WFP-RNA1,Escape,HCFC1
OBG-0028-PLAC_OBG0028-WFP-RNA2,Escape,HCFC1
OBG0170_OBG0170-2-021,NA,HCFC1
OBG0120_OBG0120-1-010,NA,HCFC1
OBG-0138-PLAC_OBG0138-AFP-RNA2,NA,HCFC1
OBG-0024-PLAC_OBG0024-WFP-RNA2,Escape,HCFC1
OBG0174_OBG0174-1-020,Escape,HCFC1
OBG-0201-PLAC_OBG0201-BFP-RNA2,NA,HCFC1
OBG0174_OBG0174-2-011,Inactivated,HCFC1
OBG-0138-PLAC_OBG0138-AFP-RNA1,NA,HCFC1
OBG-0022-PLAC_OBG0022-WFP-RNA2,Escape,HCFC1
OBG0120_OBG0120-2-011,NA,HCFC1
OBG-0342-PLAC_OBG0342-WFP-RNA2,Inactivated,HCFC1
OBG0170_OBG0170-1-020,NA,HCFC1
OBG-0289-PLAC_OBG0289-BFP-RNA1,Escape,HCFC1
OBG-0028-PLAC_OBG0028-WFP-RNA1,Escape,HCFC1
OBG-0338-PLAC_OBG0338-WFP-RNA1,NA,VSIG4
OBG0166_OBG0166-1-010,NA,VSIG4
OBG0068_OBG0068-2-021,NA,VSIG4
OBG-0050-PLAC_OBG0050-HFP-RNA1,NA,VSIG4
OBG-0026-PLAC_OBG0026-WFP-RNA1,Escape,VSIG4
OBG0115_OBG0115-1-010,Escape,VSIG4
OBG-0201-PLAC_OBG0201-BFP-RNA1,NA,VSIG4
OBG0044_OBG0044-1-010,Inactivated,VSIG4
OBG0133_OBG0133-1-020,NA,VSIG4
OBG-0188-PLAC_OBG0188-BFP-RNA2,NA,VSIG4
OBG-0342-PLAC_OBG0342-WFP-RNA1,NA,VSIG4
OBG-0188-PLAC_OBG0188-BFP-RNA1,NA,VSIG4
OBG-0338-PLAC_OBG0338-WFP-RNA2,NA,VSIG4
OBG-0180-PLAC_OBG0180-AFP-RNA1,NA,VSIG4
OBG0133_OBG0133-2-021,NA,VSIG4
OBG0178_OBG0178-1-020,NA,VSIG4
OBG0166_OBG0166-2-011,NA,VSIG4
OBG0115_OBG0115-2-011,Escape,VSIG4
OBG-0205-PLAC_OBG0205-AFP-RNA1,NA,VSIG4
OBG0178_OBG0178-2-021,NA,VSIG4
OBG-0205-PLAC_OBG0205-AFP-RNA2,NA,VSIG4
OBG-0030-PLAC_OBG0030-BFP-RNA2,Escape,VSIG4
OBG-0024-PLAC_OBG0024-WFP-RNA1,NA,VSIG4
OBG-0030-PLAC_OBG0030-BFP-RNA1,NA,VSIG4
OBG-0180-PLAC_OBG0180-AFP-RNA2,NA,VSIG4
OBG-0289-PLAC_OBG0289-BFP-RNA2,NA,VSIG4
OBG-0050-PLAC_OBG0050-HFP-RNA2,NA,VSIG4
OBG0068_OBG0068-1-020,NA,VSIG4
OBG0044_OBG0044-2-011,Inactivated,VSIG4
OBG-0026-PLAC_OBG0026-WFP-RNA2,Escape,VSIG4
OBG-0022-PLAC_OBG0022-WFP-RNA1,NA,VSIG4
OBG-0028-PLAC_OBG0028-WFP-RNA2,NA,VSIG4
OBG0170_OBG0170-2-021,NA,VSIG4
OBG0120_OBG0120-1-010,NA,VSIG4
OBG-0138-PLAC_OBG0138-AFP-RNA2,Escape,VSIG4
OBG-0024-PLAC_OBG0024-WFP-RNA2,Escape,VSIG4
OBG0174_OBG0174-1-020,NA,VSIG4
OBG-0201-PLAC_OBG0201-BFP-RNA2,NA,VSIG4
OBG0174_OBG0174-2-011,NA,VSIG4
OBG-0138-PLAC_OBG0138-AFP-RNA1,Escape,VSIG4
OBG-0022-PLAC_OBG0022-WFP-RNA2,NA,VSIG4
OBG0120_OBG0120-2-011,NA,VSIG4
OBG-0342-PLAC_OBG0342-WFP-RNA2,Escape,VSIG4
OBG0170_OBG0170-1-020,NA,VSIG4
OBG-0289-PLAC_OBG0289-BFP-RNA1,NA,VSIG4
OBG-0028-PLAC_OBG0028-WFP-RNA1,NA,VSIG4
OBG-0338-PLAC_OBG0338-WFP-RNA1,Escape,CXorf56
OBG0166_OBG0166-1-010,NA,CXorf56
OBG0068_OBG0068-2-021,NA,CXorf56
OBG-0050-PLAC_OBG0050-HFP-RNA1,NA,CXorf56
OBG-0026-PLAC_OBG0026-WFP-RNA1,Inactivated,CXorf56
OBG0115_OBG0115-1-010,Inactivated,CXorf56
OBG-0201-PLAC_OBG0201-BFP-RNA1,NA,CXorf56
OBG0044_OBG0044-1-010,Escape,CXorf56
OBG0133_OBG0133-1-020,NA,CXorf56
OBG-0188-PLAC_OBG0188-BFP-RNA2,Inactivated,CXorf56
OBG-0342-PLAC_OBG0342-WFP-RNA1,Inactivated,CXorf56
OBG-0188-PLAC_OBG0188-BFP-RNA1,Escape,CXorf56
OBG-0338-PLAC_OBG0338-WFP-RNA2,Inactivated,CXorf56
OBG-0180-PLAC_OBG0180-AFP-RNA1,NA,CXorf56
OBG0133_OBG0133-2-021,NA,CXorf56
OBG0178_OBG0178-1-020,NA,CXorf56
OBG0166_OBG0166-2-011,NA,CXorf56
OBG0115_OBG0115-2-011,Inactivated,CXorf56
OBG-0205-PLAC_OBG0205-AFP-RNA1,NA,CXorf56
OBG0178_OBG0178-2-021,NA,CXorf56
OBG-0205-PLAC_OBG0205-AFP-RNA2,NA,CXorf56
OBG-0030-PLAC_OBG0030-BFP-RNA2,NA,CXorf56
OBG-0024-PLAC_OBG0024-WFP-RNA1,Inactivated,CXorf56
OBG-0030-PLAC_OBG0030-BFP-RNA1,NA,CXorf56
OBG-0180-PLAC_OBG0180-AFP-RNA2,NA,CXorf56
OBG-0289-PLAC_OBG0289-BFP-RNA2,Inactivated,CXorf56
OBG-0050-PLAC_OBG0050-HFP-RNA2,NA,CXorf56
OBG0068_OBG0068-1-020,NA,CXorf56
OBG0044_OBG0044-2-011,Escape,CXorf56
OBG-0026-PLAC_OBG0026-WFP-RNA2,Escape,CXorf56
OBG-0022-PLAC_OBG0022-WFP-RNA1,Escape,CXorf56
OBG-0028-PLAC_OBG0028-WFP-RNA2,NA,CXorf56
OBG0170_OBG0170-2-021,NA,CXorf56
OBG0120_OBG0120-1-010,NA,CXorf56
OBG-0138-PLAC_OBG0138-AFP-RNA2,Inactivated,CXorf56
OBG-0024-PLAC_OBG0024-WFP-RNA2,Inactivated,CXorf56
OBG0174_OBG0174-1-020,NA,CXorf56
OBG-0201-PLAC_OBG0201-BFP-RNA2,NA,CXorf56
OBG0174_OBG0174-2-011,Inactivated,CXorf56
OBG-0138-PLAC_OBG0138-AFP-RNA1,Escape,CXorf56
OBG-0022-PLAC_OBG0022-WFP-RNA2,Inactivated,CXorf56
OBG0120_OBG0120-2-011,NA,CXorf56
OBG-0342-PLAC_OBG0342-WFP-RNA2,Inactivated,CXorf56
OBG0170_OBG0170-1-020,NA,CXorf56
OBG-0289-PLAC_OBG0289-BFP-RNA1,Inactivated,CXorf56
OBG-0028-PLAC_OBG0028-WFP-RNA1,NA,CXorf56
OBG-0338-PLAC_OBG0338-WFP-RNA1,NA,MXRA5
OBG0166_OBG0166-1-010,Escape,MXRA5
OBG0068_OBG0068-2-021,Escape,MXRA5
OBG-0050-PLAC_OBG0050-HFP-RNA1,Inactivated,MXRA5
OBG-0026-PLAC_OBG0026-WFP-RNA1,Escape,MXRA5
OBG0115_OBG0115-1-010,NA,MXRA5
OBG-0201-PLAC_OBG0201-BFP-RNA1,NA,MXRA5
OBG0044_OBG0044-1-010,NA,MXRA5
OBG0133_OBG0133-1-020,NA,MXRA5
OBG-0188-PLAC_OBG0188-BFP-RNA2,NA,MXRA5
OBG-0342-PLAC_OBG0342-WFP-RNA1,Inactivated,MXRA5
OBG-0188-PLAC_OBG0188-BFP-RNA1,NA,MXRA5
OBG-0338-PLAC_OBG0338-WFP-RNA2,NA,MXRA5
OBG-0180-PLAC_OBG0180-AFP-RNA1,NA,MXRA5
OBG0133_OBG0133-2-021,Inactivated,MXRA5
OBG0178_OBG0178-1-020,NA,MXRA5
OBG0166_OBG0166-2-011,Escape,MXRA5
OBG0115_OBG0115-2-011,NA,MXRA5
OBG-0205-PLAC_OBG0205-AFP-RNA1,NA,MXRA5
OBG0178_OBG0178-2-021,NA,MXRA5
OBG-0205-PLAC_OBG0205-AFP-RNA2,NA,MXRA5
OBG-0030-PLAC_OBG0030-BFP-RNA2,Escape,MXRA5
OBG-0024-PLAC_OBG0024-WFP-RNA1,NA,MXRA5
OBG-0030-PLAC_OBG0030-BFP-RNA1,Escape,MXRA5
OBG-0180-PLAC_OBG0180-AFP-RNA2,NA,MXRA5
OBG-0289-PLAC_OBG0289-BFP-RNA2,Inactivated,MXRA5
OBG-0050-PLAC_OBG0050-HFP-RNA2,Escape,MXRA5
OBG0068_OBG0068-1-020,Inactivated,MXRA5
OBG0044_OBG0044-2-011,NA,MXRA5
OBG-0026-PLAC_OBG0026-WFP-RNA2,Escape,MXRA5
OBG-0022-PLAC_OBG0022-WFP-RNA1,Escape,MXRA5
OBG-0028-PLAC_OBG0028-WFP-RNA2,Escape,MXRA5
